section #,recommendation #,title,status,scoring status,description,rationale statement,remediation procedure,audit procedure,impact statement,CCE-ID,level
1,1.22,Ensure a support role has been created to manage incidents with AWS Support,accepted,scored,"AWS provides a support center that can be used for incident notification and response, as well as technical support and customer services. Create an IAM Role to allow authorized users to manage incidents with AWS Support.","By implementing least privilege for access control, an IAM Role will require an appropriate IAM Policy to allow Support Center Access in order to manage Incidents with AWS Support.","Using the Amazon unified command line interface:
* Create an IAM role for managing incidents with AWS:
* Create a trust relationship policy document that allows <iam_user> to manage AWS incidents, and save it locally as /tmp/TrustPolicy.json:
* 
	{
 ""Version"": ""2012-10-17"",
 ""Statement"": [
 {
 ""Effect"": ""Allow"",
 ""Principal"": {
 ""AWS"": ""<iam_user>""
 },
 ""Action"": ""sts:AssumeRole""
 }
 ]
}</li>
</li>
* 
* Create the IAM role using the above trust policy:
* 
	aws iam create-role --role-name <_aws_support_iam_role_> --assume-role-policy-document file:///tmp/TrustPolicy.json</li>
</li>
* 
* Attach 'AWSSupportAccess' managed policy to the created IAM role:
* 
	aws iam attach-role-policy --policy-arn <iam_policy_arn> --role-name <_aws_support_iam_role_></li>
</li>","Using the Amazon unified command line interface:
* List IAM policies, filter for the 'AWSSupportAccess' managed policy, and note the ""Arn"" element value:
* 
	aws iam list-policies --query ""Policies[?PolicyName == 'AWSSupportAccess']""</li>
* Check if the 'AWSSupportAccess' is attached to any IAM user, group or role:
* 
	aws iam list-entities-for-policy --policy-arn <iam_policy_arn></li>","All AWS Support plans include an unlimited number of account and billing support cases, with no long-term contracts.
Support billing calculations are performed on a per-account basis for all plans. Enterprise Support plan customers have the option to include multiple enabled accounts in an aggregated monthly billing calculation.
Monthly charges for the Business and Enterprise support plans are based on each month's AWS usage charges, subject to a monthly minimum, billed in advance.",,1
1,1.23,Do not setup access keys during initial user setup for all IAM users that have a console password,accepted,unscored,"AWS console defaults the checkbox for creating access keys to enabled. This results in many access keys being generated unnecessarily. In addition to unnecessary credentials, it also generates unnecessary management work in auditing and rotating these keys.","Requiring that additional steps be taken by the user after their profile has been created will give a stronger indication of intent that access keys are [a] necessary for their work and [b] once the access key is established on an account, that the keys may be in use somewhere in the organization.
	NOTE: Even if it is known the user will need access keys, require them to create the keys themselves or put in a support ticket to have the created as a separate step from user creation.","Perform the following to delete access keys that do not pass the audit:
* Login to the AWS Management Console:
* Click Services
* Click IAM
* Click on Users
* Click on Security Credentials
* As an Administrator
* Click on Delete for keys that were created at the same time as the user profile but have not been used.
</li>
* As an IAM User
* Click on Delete for keys that were created at the same time as the user profile but have not been used.
</li>
	Via CLI
	aws iam delete-access-key","Perform the following to determine if access keys are rotated as prescribed:
* Login to the AWS Management Console
* ClickServices
* ClickIAM
* Click onA User
* Compare the user creation date to the key 1 creation date.
* For any that match, the key was created during initial user setup.
* 
* Keys that were created at the same time as the user profile and do not have a last used date should be deleted.
</li>
	 <div>Via the CLI </div><div>
* Run the following command (OSX/Linux/UNIX) to generate a list of all IAM users along with their access keys utilization:
	aws iam generate-credential-report
	aws iam get-credential-report --query 'Content' --output text | base64 -d | cut -d, -f1,4,9,11,14,16</li>
* The output of this command will produce a table similar to the following:
	user,password_enabled,access_key_1_active,access_key_1_last_used_date,access_key_2_active,access_key_2_last_used_date
elise,false,true,2015-04-16T15:14:00+00:00,false,N/A
brandon,true,true,N/A,false,N/A
rakesh,false,false,N/A,false,N/A
helene,false,true,2015-11-18T17:47:00+00:00,false,N/A
paras,true,true,2016-08-28T12:04:00+00:00,true,2016-03-04T10:11:00+00:00
anitha,true,true,2016-06-08T11:43:00+00:00,true,N/A </li>* For any user having access_key_last_used_date set to N/A, ensure that access key is deleted.
</div>",,,1
1,1.24,"Ensure IAM policies that allow full ""*:*"" administrative privileges are not created",accepted,scored,"IAM policies are the means by which privileges are granted to users, groups, or roles. It is recommended and considered a standard security advice to grant _least privilege_--that is, granting only the permissions required to perform a task. Determine what users need to do and then craft policies for them that let the users perform _only_ those tasks, instead of allowing full administrative privileges.","It's more secure to start with a minimum set of permissions and grant additional permissions as necessary, rather than starting with permissions that are too lenient and then trying to tighten them later.
	Providing full administrative privileges instead of restricting to the minimum set of permissions that the user is required to do exposes the resources to potentially unwanted actions.
	IAM policies that have a statement with ""Effect"": ""Allow"" with ""Action"": ""*"" over  ""Resource"": ""*"" should be removed.","Using the GUI, perform the following to detach the policy that has full administrative privileges:
* 
	Sign in to the AWS Management Console and open the IAM console at https://console.aws.amazon.com/iam/ [https://console.aws.amazon.com/iam/].</li>
* 
	In the navigation pane, click Policies and then search for the policy name found in the audit step.</li>
* 
	Select the policy that needs to be deleted.</li>
* 
	In the policy action menu, select first Detach</li>* Select all Users, Groups, Roles that have this policy attached
* 
	Click Detach Policy</li>
* 
	In the policy action menu, select Detach</li>
<div>
	Using the CLI, perform the following to detach the policy that has full administrative privileges as found in the audit step:
	1. Lists all IAM users, groups, and roles that the specified managed policy is attached to.
* 
	aws iam list-entities-for-policy --policy-arn _<policy_arn>_</li>
	2. Detach the policy from all IAM Users:
* 
	aws iam detach-user-policy --user-name _<iam_user>_ --policy-arn _<policy_arn>_</li>
<div>
	3. Detach the policy from all IAM Groups:
* 
	aws iam detach-group-policy --group-name _<iam_group>_ --policy-arn _<policy_arn>_</li>
</div>
	4. Detach the policy from all IAM Roles:</div><div><div>
* 
	aws iam detach-role-policy --role-name _<iam_role>_ --policy-arn _<policy_arn>_</li>
</div></div><div>
	 </div>","Perform the following to determine what policies are created:
* Run the following to get a list of IAM policies:
	aws iam list-policies --output text</li>
* For each policy returned, run the following command to determine if any policies is allowing full administrative privileges on the account:
	aws iam get-policy-version --policy-arn _<policy_arn>_ --version _<policy_version>_ --query ""PolicyVersion.Document.Statement[?Effect == 'Allow' && contains(Resource, '*') && contains (Action, '*')]""</li>* If the output of the command returns any policies, it's not compliant.",,CCE-78912-3,1
2,2.1,Ensure CloudTrail is enabled in all regions,accepted,scored,"AWS CloudTrail is a web service that records AWS API calls for your account and delivers log files to you. The recorded information includes the identity of the API caller, the time of the API call, the source IP address of the API caller, the request parameters, and the response elements returned by the AWS service. CloudTrail provides a history of AWS API calls for an account, including API calls made via the Management Console, SDKs, command line tools, and higher-level AWS services (such as CloudFormation).","The AWS API call history produced by CloudTrail enables security analysis, resource change tracking, and compliance auditing. Additionally, ensuring that a multi-regions trail exists will ensure that unexpected activity occurring in otherwise unused regions is detected.","Perform the following to enable global CloudTrail logging: 
	Via the management Console
* Sign in to the AWS Management Console and open the IAM console at https://console.aws.amazon.com/cloudtrail [https://console.aws.amazon.com/cloudtrail]
* Click on _Trails_ on the left navigation pane
* Click Get Started Now, if presented
* Click Add new trail
* Enter a trail name in the Trail name box
* Set the Apply trail to all regions option to Yes
* Specify an S3 bucket name in the S3 bucket box
* Click Create
</li>* If 1 or more trails already exist, select the target trail to enable for global logging
* Click the edit icon (pencil) next to Apply trail to all regions
* Click Yes
* Click Save
	Via CLI
	aws cloudtrail create-trail --name _<trail_name>_ --bucket-name _<s3_bucket_for_cloudtrail>_ --is-multi-region-trail 
aws cloudtrail update-trail --name _<trail_name>_ --is-multi-region-trail","Perform the following to determine if CloudTrail is enabled for all regions:
	Via the management Console
* Sign in to the AWS Management Console and open the CloudTrail console at https://console.aws.amazon.com/cloudtrail [https://console.aws.amazon.com/cloudtrail]
* Click on Trails_ _on the left navigation pane
* You will be presented with a list of trails across all regions
</li>* Ensure at least one Trail has All specified in the Region column
* Click on a trail via the link in the _Name_ column
* Ensure Logging is set to ON
* Ensure Apply trail to all regions is set to Yes
</li>
	Via CLI
	 aws cloudtrail describe-trails 
	Ensure IsMultiRegionTrail is set to true","S3 lifecycle features can be used to manage the accumulation and management of logs over time. See the following AWS resource for more information on these features:
* http://docs.aws.amazon.com/AmazonS3/latest/dev/object-lifecycle-mgmt.html",CCE-78913-1,1
2,2.2,Ensure CloudTrail log file validation is enabled,accepted,scored,"CloudTrail log file validation creates a digitally signed digest file containing a hash of each log that CloudTrail writes to S3. These digest files can be used to determine whether a log file was changed, deleted, or unchanged after CloudTrail delivered the log. It is recommended that file validation be enabled on all CloudTrails.",Enabling log file validation will provide additional integrity checking of CloudTrail logs.,"Perform the following to enable log file validation on a given trail:
	Via the management Console
* Sign in to the AWS Management Console and open the IAM console at https://console.aws.amazon.com/cloudtrail [https://console.aws.amazon.com/cloudtrail]
* Click on Trails on the left navigation pane
* Click on target trail
* Within the S3 section click on the edit icon (pencil)
* Click Advanced
* Click on the Yes radio button in section Enable log file validation
* Click Save
	Via CLI
	aws cloudtrail update-trail --name _<trail_name>_ --enable-log-file-validation
	Note that periodic validation of logs using these digests can be performed by running the following command:
	aws cloudtrail validate-logs --trail-arn _<trail_arn>_ --start-time _<start_time>_ --end-time _<end_time>_","Perform the following on each trail to determine if log file validation is enabled:
	Via the management Console
* Sign in to the AWS Management Console and open the IAM console at https://console.aws.amazon.com/cloudtrail [https://console.aws.amazon.com/cloudtrail]
* Click on Trails on the left navigation pane
* You will be presented with a list of trails across all regions
</li>* Ensure at least one Trail has All specified in the Region column
* Click on a trail via the link in the _Name_ column
* Under the S3 section, ensure Enable log file validation is set to Yes
	Via CLI
	aws cloudtrail describe-trails 
	Ensure LogFileValidationEnabled is set to true for each trail.",,CCE-78914-9,2
2,2.3,Ensure the S3 bucket CloudTrail logs to is not publicly accessible,accepted,scored,CloudTrail logs a record of every API call made in your AWS account. These logs file are stored in an S3 bucket. It is recommended that the bucket policy or access control list (ACL) applied to the S3 bucket that CloudTrail logs to prevents public access to the CloudTrail logs.,Allowing public access to CloudTrail log content may aid an adversary in identifying weaknesses in the affected account's use or configuration.,"Perform the following to remove any public access that has been granted to the bucket via an ACL or S3 bucket policy:
* Go to Amazon S3 console at https://console.aws.amazon.com/s3/home [https://console.aws.amazon.com/s3/home]
* Right-click on the bucket and click Properties
* In the Properties pane, click the Permissions tab.
* The tab shows a list of grants, one row per grant, in the bucket ACL. Each row identifies the grantee and the permissions granted.
* Select the row that grants permission to Everyone or Any Authenticated User
* Uncheck all the permissions granted to Everyone or Any Authenticated User (click x to delete the row).
* Click Save to save the ACL.
* If the Edit bucket policy button is present, click it.
* Remove any Statement having an Effect set to Allow and a Principal set to *.","Perform the following to determine if any public access is granted to an S3 bucket via an ACL or S3 bucket policy:
	Via the Management Console
* Go to the Amazon CloudTrail console at https://console.aws.amazon.com/cloudtrail/home [https://console.aws.amazon.com/cloudtrail/home]
* In the API activity history pane on the left, click Trails
* In the Trails pane, note the bucket names in the S3 bucket column 
* Go to Amazon S3 console at https://console.aws.amazon.com/s3/home [https://console.aws.amazon.com/s3/home]
* For each bucket noted in step 3, right-click on the bucket and click Properties
* In the Properties pane, click the Permissions tab.
* The tab shows a list of grants, one row per grant, in the bucket ACL. Each row identifies the grantee and the permissions granted.
* Ensure no rows exists that have the Grantee set to Everyone or the Grantee set to Any Authenticated User.
* If the Edit bucket policy button is present, click it to review the bucket policy.
* Ensure the policy does not contain a Statement having an Effect set to Allow and a Principal set to *.
	Via CLI:
* Get the name of the S3 bucket that CloudTrail is logging to:
	aws cloudtrail describe-trails --query 'trailList[*].S3BucketName'</li>
* Ensure the AllUsers principal is not granted privileges to that _<bucket>_:
	aws s3api get-bucket-acl --bucket <s3_bucket_for_cloudtrail> --query 'Grants[?Grantee.URI==`http://acs.amazonaws.com/groups/global/AllUsers`]'</li>
* Ensure the AuthenticatedUsersprincipal is not granted privileges to that _<bucket>_:
	aws s3api get-bucket-acl --bucket <s3_bucket_for_cloudtrail> --query 'Grants[?Grantee.URI==`http://acs.amazonaws.com/groups/global/Authenticated Users`]'</li>
* Get the S3 Bucket Policy
	aws s3api get-bucket-policy --bucket <s3_bucket_for_cloudtrail></li>* Ensure the policy does not contain a Statement having an Effect set to Allow and a Principal set to *.",,CCE-78915-6,1
2,2.4,Ensure CloudTrail trails are integrated with CloudWatch Logs,accepted,scored,"AWS CloudTrail is a web service that records AWS API calls made in a given AWS account. The recorded information includes the identity of the API caller, the time of the API call, the source IP address of the API caller, the request parameters, and the response elements returned by the AWS service. CloudTrail uses Amazon S3 for log file storage and delivery, so log files are stored durably. In addition to capturing CloudTrail logs within a specified S3 bucket for long term analysis, realtime analysis can be performed by configuring CloudTrail to send logs to CloudWatch Logs. For a trail that is enabled in all regions in an account, CloudTrail sends log files from all those regions to a CloudWatch Logs log group. It is recommended that CloudTrail logs be sent to CloudWatch Logs.
	Note: The intent of this recommendation is to ensure AWS account activity is being captured, monitored, and appropriately alarmed on. CloudWatch Logs is a native way to accomplish this using AWS services but does not preclude the use of an alternate solution.","Sending CloudTrail logs to CloudWatch Logs will facilitate real-time and historic activity logging based on user, API, resource, and IP address, and provides opportunity to establish alarms and notifications for anomalous or sensitivity account activity.","Perform the following to establish the prescribed state:
	Via the AWS management Console
* Sign in to the AWS Management Console and open the CloudTrail console at https://console.aws.amazon.com/cloudtrail/ [https://console.aws.amazon.com/cloudtrail/]
* Under All Buckets, click on the target bucket you wish to evaluate
* Click Properties on the top right of the console
* Click Trails in the left menu
* Click on each trail where no CloudWatch Logs are defined
* Go to the CloudWatch Logs section and click on Configure
* Define a new or select an existing log group
* Click on Continue
* Configure IAM Role which will deliver CloudTrail events to CloudWatch Logs
* Create/Select an IAM Role and Policy Name
* Click Allow to continue
</li>
	Via CLI
	aws cloudtrail update-trail --name _<trail_name>_ --cloudwatch-logs-log-group-arn _<cloudtrail_log_group_arn>_ --cloudwatch-logs-role-arn _<__cloudtrail_cloudwatchLogs_role_arn>_","Perform the following to ensure CloudTrail is configured as prescribed:
	Via the AWS management Console
* Sign in to the AWS Management Console and open the CloudTrail console at https://console.aws.amazon.com/cloudtrail/ [https://console.aws.amazon.com/cloudtrail/]
* Under All Buckets, click on the target bucket you wish to evaluate
* Click Properties on the top right of the console
* Click Trails in the left menu
* Ensure a CloudWatch Logs log group is configured and has a recent (~one day old) Last log file delivered timestamp.
	Via CLI
* Run the following command to get a listing of existing trails:
	aws cloudtrail describe-trails</li>* Ensure CloudWatchLogsLogGroupArn is not empty and note the value of the Name property.
* Using the noted value of the Name property, run the following command:
	aws cloudtrail get-trail-status --name _<trail_name>_</li>* Ensure the LatestcloudwatchLogdDeliveryTime property is set to a recent (~one day old) timestamp.","Note: By default, CloudWatch Logs will store Logs indefinitely unless a specific retention period is defined for the log group. When choosing the number of days to retain, keep in mind the average days it takes an organization to realize they have been breached is 210 days (at the time of this writing). Since additional time is required to research a breach, a minimum 365 day retention policy allows time for detection and research. You may also wish to archive the logs to a cheaper storage service rather than simply deleting them. See the following AWS resource to manage CloudWatch Logs retention periods:
* http://docs.aws.amazon.com/AmazonCloudWatch/latest/DeveloperGuide/SettingLogRetention.html",CCE-78916-4,1
2,2.5,Ensure AWS Config is enabled in all regions,accepted,scored,"AWS Config is a web service that performs configuration management of supported AWS resources within your account and delivers log files to you. The recorded information includes the configuration item (AWS resource), relationships between configuration items (AWS resources), any configuration changes between resources. It is recommended to enable AWS Config be enabled in all regions.","The AWS configuration item history captured by AWS Config enables security analysis, resource change tracking, and compliance auditing.","Perform the following in the AWS Management Console:
* Select the region you want to focus on in the top right of the console
* Click Services
* Click Config
* Define which resources you want to record in the selected region
* Choose to include global resources (IAM resources)
* Specify an S3 bucket in the same account or in another managed AWS account
* Create an SNS Topic from the same AWS account or another managed AWS account
	API Call:
	aws configservice start-configuration-recorder","Process to evaluate AWS Config configuration per region
	Via AWS Management Console
* 
	Sign in to the AWS Management Console and open the AWS Config console at https://console.aws.amazon.com/config/ [https://console.aws.amazon.com/config/].</li>* On the top right of the console select target Region.
* If presented with Setup AWS Config - follow remediation procedure:
* 
	On the Resource inventory page, Click on edit (the gear icon). The Set Up AWS Config page appears.</li>
* Ensure 1 or both check-boxes under ""All Resources"" is checked.
* Include global resources related to IAM resources - which needs to be enabled in 1 region only
</li>* Ensure the correct S3 bucket has been defined.
* Ensure the correct SNS topic has been defined.
* Repeat steps 2 to 7 for each region.",,CCE-78917-2,1
2,2.6,Ensure S3 bucket access logging is enabled on the CloudTrail S3 bucket,accepted,scored,"S3 Bucket Access Logging generates a log that contains access records for each request made to your S3 bucket. An access log record contains details about the request, such as the request type, the resources specified in the request worked, and the time and date the request was processed. It is recommended that bucket access logging be enabled on the CloudTrail S3 bucket.","By enabling S3 bucket logging on target S3 buckets, it is possible to capture all events which may affect objects within an target buckets. Configuring logs to be placed in a separate bucket allows access to log information which can be useful in security and incident response workflows.","Perform the following to enable S3 bucket logging:
	Via the Management Console
* Sign in to the AWS Management Console and open the S3 console at https://console.aws.amazon.com/s3 [https://console.aws.amazon.com/s3].
* Under All Buckets click on the target S3 bucket
* Click on Properties in the top right of the console
* Under Bucket:<s3_bucket_for_cloudtrail> click on Logging
* Configure bucket logging
* Click on Enabled checkbox
* Select Target Bucket from list
* Enter a Target Prefix
</li>* Click Save","Perform the following ensure the CloudTrail S3 bucket has access logging is enabled: 
	Via the management Console
* Go to the Amazon CloudTrail console at https://console.aws.amazon.com/cloudtrail/home [https://console.aws.amazon.com/cloudtrail/home]
* In the API activity history pane on the left, click Trails
* In the Trails pane, note the bucket names in the S3 bucket column 
* Sign in to the AWS Management Console and open the S3 console at https://console.aws.amazon.com/s3 [https://console.aws.amazon.com/s3].
* Under All Buckets click on a target S3 bucket
* Click on Properties in the top right of the console
* Under Bucket:_<bucket_name>_ click on Logging
* Ensure Enabled is checked. 
	Via CLI
	aws s3api get-bucket-logging --bucket <s3_bucket_for_cloudtrail>",,CCE-78918-0,1
2,2.7,Ensure CloudTrail logs are encrypted at rest using KMS CMKs,accepted,scored,"AWS CloudTrail is a web service that records AWS API calls for an account and makes those logs available to users and resources in accordance with IAM policies. AWS Key Management Service (KMS) is a managed service that helps create and control the encryption keys used to encrypt account data, and uses Hardware Security Modules (HSMs) to protect the security of encryption keys. CloudTrail logs can be configured to leverage server side encryption (SSE) and KMS customer created master keys (CMK) to further protect CloudTrail logs. It is recommended that CloudTrail be configured to use SSE-KMS.",Configuring CloudTrail to use SSE-KMS provides additional confidentiality controls on log data as a given user must have S3 read permission on the corresponding log bucket and must be granted decrypt permission by the CMK policy.,"Perform the following to configure CloudTrail to use SSE-KMS:
	Via the Management Console
* 
	Sign in to the AWS Management Console and open the CloudTrail console at https://console.aws.amazon.com/cloudtrail [https://console.aws.amazon.com/cloudtrail]</li>* In the left navigation pane, choose Trails.
* Click on a Trail
* Under the S3 section click on the edit button (pencil icon)
* Click Advanced
* Select an existing CMK from the KMS key Id drop-down menu
* Note: Ensure the CMK is located in the same region as the S3 bucket
* Note: You will need to apply a KMS Key policy on the selected CMK in order for CloudTrail as a service to encrypt and decrypt log files using the CMK provided. Steps are provided here [https://docs.aws.amazon.com/awscloudtrail/latest/userguide/create-kms-key-policy-for-cloudtrail.html] for editing the selected CMK Key policy
</li>* Click Save
* You will see a notification message stating that you need to have decrypt permissions on the specified KMS key to decrypt log files.
* Click Yes
	Via CLI
	aws cloudtrail update-trail --name <_trail_name_> --kms-id <_cloudtrail_kms_key_>
aws kms put-key-policy --key-id <_cloudtrail_kms_key_> --policy <_cloudtrail_kms_key_policy_>","Perform the following to determine if CloudTrail is configured to use SSE-KMS:
	Via the Management Console
* 
	Sign in to the AWS Management Console and open the CloudTrail console at https://console.aws.amazon.com/cloudtrail [https://console.aws.amazon.com/cloudtrail]</li>* In the left navigation pane, choose Trails.
* Select a Trail
* Under the S3 section, ensure Encrypt log files is set to Yes and a KMS key ID is specified in the KSM Key Id field.
	Via CLI
* Run the following command:
	aws cloudtrail describe-trails</li>* For each trail listed, SSE-KMS is enabled if the trail has a KmsKeyId property defined.",Customer created keys incur an additional cost. See https://aws.amazon.com/kms/pricing/ for more information.,CCE-78919-8,2
2,2.8,Ensure rotation for customer created CMKs is enabled,accepted,scored,AWS Key Management Service (KMS) allows customers to rotate the backing key which is key material stored within the KMS which is tied to the key ID of the Customer Created customer master key (CMK). It is the backing key that is used to perform cryptographic operations such as encryption and decryption. Automated key rotation currently retains all prior backing keys so that decryption of encrypted data can take place transparently. It is recommended that CMK key rotation be enabled.,Rotating encryption keys helps reduce the potential impact of a compromised key as data encrypted with a new key cannot be accessed with a previous key that may have been exposed.,"Via the Management Console:
* Sign in to the AWS Management Console and open the IAM console at https://console.aws.amazon.com/iam [https://console.aws.amazon.com/iam].
* 
	In the left navigation pane, choose Encryption Keys.</li>* Select a customer created master key (CMK)
* Under the Key Policy section, move down to Key Rotation_._
* Check the Rotate this key every year checkbox.
	Via CLI
* Run the following command to enable key rotation:
	aws kms enable-key-rotation --key-id _<kms_key_id>_</li>","Via the Management Console:
* Sign in to the AWS Management Console and open the IAM console at https://console.aws.amazon.com/iam [https://console.aws.amazon.com/iam].
* 
	In the left navigation pane, choose Encryption Keys.</li>* Select a customer created master key (CMK)
* Under the Key Policy section, move down to Key Rotation_._
* Ensure the Rotate this key every year checkbox is checked.
	Via CLI
* Run the following command to get a list of all keys and their associated KeyIds
	aws kms list-keys</li>
* For each key, note the KeyId and run the following command
	aws kms get-key-rotation-status --key-id _<kms_key_id>_</li>* Ensure KeyRotationEnabled is set to true",,CCE-78920-6,2
3,3.1,Ensure a log metric filter and alarm exist for unauthorized API calls,accepted,scored,Real-time monitoring of API calls can be achieved by directing CloudTrail Logs to CloudWatch Logs and establishing corresponding metric filters and alarms. It is recommended that a metric filter and alarm be established for unauthorized API calls.,Monitoring unauthorized API calls will help reveal application errors and may reduce time to detect malicious activity.,"<div>Perform the following to setup the metric filter, alarm, SNS topic, and subscription:</div><div>1. Create a metric filter based on filter pattern provided which checks for unauthorized API calls and the <cloudtrail_log_group_name> taken from audit step 2.</div><div>
	aws logs put-metric-filter --log-group-name <cloudtrail_log_group_name> --filter-name _<unauthorized_api_calls_metric>_ --metric-transformations metricName=_<unauthorized_api_calls_metric>_,metricNamespace='CISBenchmark',metricValue=1 --filter-pattern '{ ($.errorCode = ""*UnauthorizedOperation"") || ($.errorCode = ""AccessDenied*"") }' </div><div>NOTE: You can choose your own metricName and metricNamespace strings. Using the same metricNamespace for all Foundations Benchmark metrics will group them together.</div><div>2. Create an SNS topic that the alarm will notify</div><div>
	aws sns create-topic --name _<sns_topic_name>_ </div><div>NOTE: you can execute this command once and then re-use the same topic for all monitoring alarms.</div><div>3. Create an SNS subscription to the topic created in step 2</div><div>
	aws sns subscribe --topic-arn <sns_topic_arn> --protocol _<protocol_for_sns>_ --notification-endpoint _<sns_subscription_endpoints>_</div><div>NOTE: you can execute this command once and then re-use the SNS subscription for all monitoring alarms.</div><div>4. Create an alarm that is associated with the CloudWatch Logs Metric Filter created in step 1 and an SNS topic created in step 2</div><div><div>
	aws cloudwatch put-metric-alarm --alarm-name <_<em>unauthorized_api_calls__alarm></em> --metric-name _<unauthorized_api_calls_metric>_ --statistic Sum --period 300 --threshold 1 --comparison-operator GreaterThanOrEqualToThreshold --evaluation-periods 1 --namespace 'CISBenchmark' --alarm-actions <sns_topic_arn> </div></div><div>NOTE: set the period and threshold to values that fit your organization.</div>","<div>Perform the following to determine if the account is configured as prescribed: </div><div>1. Identify the log group name configured for use with CloudTrail:</div><div>
	aws cloudtrail describe-trails </div><div>2. Note the <cloudtrail_log_group_name> value associated with CloudWatchLogsLogGroupArn:</div><div>
	""arn:aws:logs:eu-west-1:<aws_account_number>:log-group:<cloudtrail_log_group_name>:*"" </div><div>3. Get a list of all associated metric filters for this <cloudtrail_log_group_name>:</div>
	aws logs describe-metric-filters --log-group-name ""<cloudtrail_log_group_name>""<div>4. Ensure the output from the above command contains the following:</div><div>
	""filterPattern"": ""{ ($.errorCode = \""*UnauthorizedOperation\"") || ($.errorCode = \""AccessDenied*\"") }""</div><div>5. Note the _<unauthorized_api_calls_metric>_ value associated with the filterPattern found in step 4.</div><div>6. Get a list of CloudWatch alarms and filter on the _<unauthorized_api_calls_metric>_ captured in step 5.</div><div>
	aws cloudwatch describe-alarms --query 'MetricAlarms[?MetricName==`_<unauthorized_api_calls_metric>_`]' </div><div>7. Note the AlarmActions value - this will provide the SNS topic ARN value.</div><div><div>8. Ensure there is at least one subscriber to the SNS topic</div><div>
	aws sns list-subscriptions-by-topic --topic-arn _<sns_topic_arn> _</div></div>","This alert may be triggered by normal read-only console activities that attempt to opportunistically gather optional information, but gracefully fail if they don't have permissions. 
	If an excessive number of alerts are being generated then an organization may wish to consider adding read access to the limited IAM user permissions simply to quiet the alerts. 
	In some cases doing this may allow the users to actually view some areas of the system - any additional access given should be reviewed for alignment with the original limited IAM user intent.",CCE-79186-3,1
3,3.2,Ensure a log metric filter and alarm exist for Management Console sign-in without MFA,accepted,scored,Real-time monitoring of API calls can be achieved by directing CloudTrail Logs to CloudWatch Logs and establishing corresponding metric filters and alarms. It is recommended that a metric filter and alarm be established for console logins that are not protected by multi-factor authentication (MFA).,Monitoring for single-factor console logins will increase visibility into accounts that are not protected by MFA.,"Perform the following to setup the metric filter, alarm, SNS topic, and subscription:<div>1. Create a metric filter based on filter pattern provided which checks for AWS Management Console sign-in without MFA and the <cloudtrail_log_group_name> taken from audit step 2.</div><div>
	aws logs put-metric-filter --log-group-name <cloudtrail_log_group_name> --filter-name _<no_mfa_console_signin_metric>_ --metric-transformations metricName=_<no_mfa_console_signin_metric>_,metricNamespace='CISBenchmark',metricValue=1 --filter-pattern '{ ($.eventName = ""ConsoleLogin"") &""><sns_topic_arn> --protocol _<protocol_for_sns>_ --notification-endpoint _<sns_subscription_endpoints>_</div><div>NOTE: you can execute this command once and then re-use the SNS subscription for all monitoring alarms.</div><div>4. Create an alarm that is associated with the CloudWatch Logs Metric Filter created in step 1 and an SNS topic created in step 2</div><div>
	aws cloudwatch put-metric-alarm --alarm-name _<em><no_mfa_console_signin__alarm></em> --metric-name _<no_mfa_console_signin_metric>_ --statistic Sum --period 300 --threshold 1 --comparison-operator GreaterThanOrEqualToThreshold --evaluation-periods 1 --namespace 'CISBenchmark' --alarm-actions <sns_topic_arn> </div>","Perform the following to determine if the account is configured as prescribed: <div>1. Identify the log group name configured for use with CloudTrail:</div><div>
	aws cloudtrail describe-trails </div><div>2. Note the <cloudtrail_log_group_name> value associated with CloudWatchLogsLogGroupArn:</div><div>
	""arn:aws:logs:eu-west-1:<aws_account_number>:log-group:<cloudtrail_log_group_name>:*"" </div><div>3. Get a list of all associated metric filters for this <cloudtrail_log_group_name>:</div>
	aws logs describe-metric-filters --log-group-name ""<cloudtrail_log_group_name>""<div>4. Ensure the output from the above command contains the following:</div><div>
	""filterPattern"": ""{ ($.eventName = ""ConsoleLogin"") &""><sns_topic_arn> _</div>",,CCE-79187-1,1
